Sentence #,Word,POS,Tag
Sentence: 39030,The,DT,O
Sentence: 39031,German,JJ,B-gpe
Sentence: 39032,The,DT,O
Sentence: 39033,One,CD,O
Sentence: 39034,Croatia,NNP,B-geo
Sentence: 39035,France,NNP,B-geo
Sentence: 39036,Some,DT,O
Sentence: 39037,Bird,NN,O
Sentence: 39038,The,DT,O
Sentence: 39039,With,IN,O
Sentence: 39040,Field,NN,O
Sentence: 39041,Organizers,NNS,O
Sentence: 39042,Moroccan,JJ,B-gpe
Sentence: 39043,They,PRP,O
Sentence: 39044,Moroccan,JJ,B-gpe
Sentence: 39045,Five,CD,O
Sentence: 39046,But,CC,O
Sentence: 39047,Spanish,JJ,B-gpe
Sentence: 39048,Spain,NNP,B-gpe
Sentence: 39049,Iraq,NNP,B-geo
Sentence: 39050,Female,NNP,O
Sentence: 39051,The,DT,O
Sentence: 39052,One,CD,O
Sentence: 39053,The,DT,O
Sentence: 39054,In,IN,O
Sentence: 39055,"""",``,O
Sentence: 39056,Approval,NNP,O
Sentence: 39057,The,DT,O
Sentence: 39058,Published,JJ,O
Sentence: 39059,The,DT,O
Sentence: 39060,Kurdistan,NNP,B-org
Sentence: 39061,Turkey,NNP,B-geo
Sentence: 39062,Meanwhile,RB,O
Sentence: 39063,Some,DT,O
Sentence: 39064,Another,DT,O
Sentence: 39065,Turkish,JJ,B-gpe
Sentence: 39066,Two,CD,O
Sentence: 39067,In,IN,O
Sentence: 39068,The,DT,O
Sentence: 39069,On,IN,O
Sentence: 39070,And,CC,O
Sentence: 39071,The,DT,O
Sentence: 39072,Saturday,NNP,B-tim
Sentence: 39073,United,NNP,B-geo
Sentence: 39074,Reyna,NNP,B-per
Sentence: 39075,On,IN,O
Sentence: 39076,The,DT,O
Sentence: 39077,Reyna,NNP,B-per
Sentence: 39078,The,DT,O
Sentence: 39079,Reyna,NNP,B-per
Sentence: 39080,He,PRP,O
Sentence: 39081,Some,DT,O
Sentence: 39082,In,IN,O
Sentence: 39083,Iraqi,JJ,B-gpe
Sentence: 39084,He,PRP,O
Sentence: 39085,Meanwhile,RB,O
Sentence: 39086,And,CC,O
Sentence: 39087,The,DT,O
Sentence: 39088,Magazzeni,NNP,B-geo
Sentence: 39089,Hopes,NNS,O
Sentence: 39090,Rescue,NN,O
Sentence: 39091,Kenyan,JJ,B-gpe
Sentence: 39092,Officials,NNS,O
Sentence: 39093,An,DT,O
Sentence: 39094,More,JJR,O
Sentence: 39095,An,DT,O
Sentence: 39096,eChoupal,NNP,B-org
Sentence: 39097,eChoupal,NNP,B-org
Sentence: 39098,The,DT,O
Sentence: 39099,eChoupal,NNP,B-org
Sentence: 39100,Iraqi,JJ,B-gpe
Sentence: 39101,Officials,NNS,O
Sentence: 39102,Reports,NNS,O
Sentence: 39103,But,CC,O
Sentence: 39104,The,DT,O
Sentence: 39105,Eight,CD,O
Sentence: 39106,The,DT,O
Sentence: 39107,A,DT,O
Sentence: 39108,Abu,NNP,B-per
Sentence: 39109,When,WRB,O
Sentence: 39110,The,DT,O
Sentence: 39111,The,DT,O
Sentence: 39112,He,PRP,O
Sentence: 39113,The,DT,O
Sentence: 39114,The,DT,O
Sentence: 39115,Abu,NNP,B-per
Sentence: 39116,The,DT,O
Sentence: 39117,Officials,NNS,O
Sentence: 39118,Separately,RB,O
Sentence: 39119,The,DT,O
Sentence: 39120,The,DT,O
Sentence: 39121,Hurricane,NNP,O
Sentence: 39122,The,DT,O
Sentence: 39123,At,IN,O
Sentence: 39124,Farther,NNP,O
Sentence: 39125,The,DT,O
Sentence: 39126,Meanwhile,RB,O
Sentence: 39127,Frank,NNP,B-per
Sentence: 39128,The,DT,O
Sentence: 39129,Families,NNS,O
Sentence: 39130,Among,IN,O
Sentence: 39131,After,IN,O
Sentence: 39132,The,DT,O
Sentence: 39133,Three,CD,B-tim
Sentence: 39134,Australia,NNP,B-geo
Sentence: 39135,In,IN,O
Sentence: 39136,He,PRP,O
Sentence: 39137,Meanwhile,RB,O
Sentence: 39138,The,DT,O
Sentence: 39139,Both,DT,O
Sentence: 39140,British,JJ,B-gpe
Sentence: 39141,UK,NNP,B-org
Sentence: 39142,That,DT,O
Sentence: 39143,The,DT,O
Sentence: 39144,UK,NNP,B-org
Sentence: 39145,He,PRP,O
Sentence: 39146,A,DT,O
Sentence: 39147,Adolfo,NNP,B-per
Sentence: 39148,Mr.,NNP,B-per
Sentence: 39149,But,CC,O
Sentence: 39150,Spanish,JJ,B-gpe
Sentence: 39151,The,DT,O
Sentence: 39152,Ehud,NNP,B-per
Sentence: 39153,The,DT,O
Sentence: 39154,The,DT,O
Sentence: 39155,A,DT,O
Sentence: 39156,An,DT,O
Sentence: 39157,He,PRP,O
Sentence: 39158,The,DT,O
Sentence: 39159,Campbell,NNP,B-per
Sentence: 39160,Iraqi,JJ,B-gpe
Sentence: 39161,Authorities,NNS,O
Sentence: 39162,Also,RB,O
Sentence: 39163,The,DT,O
Sentence: 39164,Police,NNS,O
Sentence: 39165,In,IN,O
Sentence: 39166,In,IN,O
Sentence: 39167,No,DT,O
Sentence: 39168,Mandy,NNP,B-per
Sentence: 39169,Egyptian,JJ,B-gpe
Sentence: 39170,More,JJR,O
Sentence: 39171,The,DT,O
Sentence: 39172,Officials,NNS,O
Sentence: 39173,Candidates,NNS,O
Sentence: 39174,Meanwhile,RB,O
Sentence: 39175,Brotherhood,NNP,B-org
Sentence: 39176,The,DT,O
Sentence: 39177,Serbia,NNP,B-org
Sentence: 39178,Instead,RB,O
Sentence: 39179,The,DT,O
Sentence: 39180,Immediately,RB,O
Sentence: 39181,The,DT,O
Sentence: 39182,U.S.-led,JJ,O
Sentence: 39183,Military,JJ,O
Sentence: 39184,Coalition,NN,O
Sentence: 39185,Militant,JJ,O
Sentence: 39186,Saddam,NNP,B-per
Sentence: 39187,The,DT,O
Sentence: 39188,Mr.,NNP,B-per
Sentence: 39189,Mr.,NNP,B-per
Sentence: 39190,He,PRP,O
Sentence: 39191,The,DT,O
Sentence: 39192,U.S.,NNP,B-org
Sentence: 39193,The,DT,O
Sentence: 39194,The,DT,O
Sentence: 39195,Mr.,NNP,B-per
Sentence: 39196,Mr.,NNP,B-per
Sentence: 39197,The,DT,O
Sentence: 39198,An,DT,O
Sentence: 39199,Witnesses,NNS,O
Sentence: 39200,The,DT,O
Sentence: 39201,There,EX,O
Sentence: 39202,The,DT,O
Sentence: 39203,Earlier,RB,O
Sentence: 39204,Palestinian,JJ,B-gpe
Sentence: 39205,Egyptians,NNS,B-gpe
Sentence: 39206,The,DT,O
Sentence: 39207,The,DT,O
Sentence: 39208,If,IN,O
Sentence: 39209,The,DT,O
Sentence: 39210,Egypt,NNP,B-geo
Sentence: 39211,The,DT,O
Sentence: 39212,Former,JJ,O
Sentence: 39213,Powell,NNP,B-per
Sentence: 39214,Powell,NNP,B-per
Sentence: 39215,Powell,NNP,B-per
Sentence: 39216,Rumsfeld,NNP,B-per
Sentence: 39217,Six,CD,O
Sentence: 39218,Workers,NNS,O
Sentence: 39219,Speaking,VBG,O
Sentence: 39220,The,DT,B-org
Sentence: 39221,U.S.,NNP,B-geo
Sentence: 39222,The,DT,O
Sentence: 39223,American,JJ,B-gpe
Sentence: 39224,The,DT,O
Sentence: 39225,Violence,NN,O
Sentence: 39226,Thursday,NNP,B-tim
Sentence: 39227,A,DT,O
Sentence: 39228,And,CC,O
Sentence: 39229,A,DT,O
Sentence: 39230,Her,PRP$,O
Sentence: 39231,Two,CD,O
Sentence: 39232,England,NNP,B-per
Sentence: 39233,The,DT,O
Sentence: 39234,The,DT,O
Sentence: 39235,England,NNP,B-per
Sentence: 39236,Japan,NNP,B-gpe
Sentence: 39237,The,DT,O
Sentence: 39238,Last,JJ,O
Sentence: 39239,News,NN,O
Sentence: 39240,General,NNP,B-org
Sentence: 39241,GM,NNP,B-org
Sentence: 39242,Nissan,NNP,B-org
Sentence: 39243,Some,DT,O
Sentence: 39244,Pakistani,JJ,B-gpe
Sentence: 39245,The,DT,O
Sentence: 39246,Local,JJ,O
Sentence: 39247,Thirteen,CD,O
Sentence: 39248,No,DT,O
Sentence: 39249,But,CC,O
Sentence: 39250,Bolivia,NNP,B-geo
Sentence: 39251,The,DT,O
Sentence: 39252,Patzi,NNP,B-per
Sentence: 39253,They,PRP,O
Sentence: 39254,Bolivian,JJ,B-gpe
Sentence: 39255,Reports,NNS,O
Sentence: 39256,Ethiopia,NNP,B-gpe
Sentence: 39257,Friday,NNP,B-tim
Sentence: 39258,Shortly,RB,O
Sentence: 39259,A,DT,O
Sentence: 39260,The,DT,O
Sentence: 39261,The,DT,O
Sentence: 39262,Opposition,NN,O
Sentence: 39263,Opposition,NN,O
Sentence: 39264,Indonesia,NNP,B-geo
Sentence: 39265,Health,NNP,B-org
Sentence: 39266,Indonesia,NNP,B-geo
Sentence: 39267,The,DT,O
Sentence: 39268,Health,NNP,B-org
Sentence: 39269,Indonesia,NNP,B-geo
Sentence: 39270,Eritrea,NNP,B-geo
Sentence: 39271,In,IN,O
Sentence: 39272,It,PRP,O
Sentence: 39273,Last,JJ,O
Sentence: 39274,The,DT,O
Sentence: 39275,A,DT,O
Sentence: 39276,The,DT,O
Sentence: 39277,Turkish,JJ,B-gpe
Sentence: 39278,Officials,NNS,O
Sentence: 39279,They,PRP,O
Sentence: 39280,A,DT,O
Sentence: 39281,The,DT,O
Sentence: 39282,The,DT,O
Sentence: 39283,The,DT,O
Sentence: 39284,WHO,NNP,B-org
Sentence: 39285,He,PRP,O
Sentence: 39286,A,DT,O
Sentence: 39287,There,EX,O
Sentence: 39288,The,DT,O
Sentence: 39289,The,DT,O
Sentence: 39290,Desmond,NNP,B-per
Sentence: 39291,He,PRP,O
Sentence: 39292,Iranian,JJ,B-gpe
Sentence: 39293,Mr.,NNP,B-per
Sentence: 39294,He,PRP,O
Sentence: 39295,Six,CD,O
Sentence: 39296,Western,JJ,B-per
Sentence: 39297,Tehran,NNP,B-tim
Sentence: 39298,President,NNP,B-per
Sentence: 39299,Mr.,NNP,B-per
Sentence: 39300,An,DT,O
Sentence: 39301,Reporters,NNPS,B-org
Sentence: 39302,The,DT,O
Sentence: 39303,The,DT,O
Sentence: 39304,The,DT,O
Sentence: 39305,Chinese,JJ,B-gpe
Sentence: 39306,They,PRP,O
Sentence: 39307,Activists,NNS,O
Sentence: 39308,Activists,NNS,O
Sentence: 39309,The,DT,O
Sentence: 39310,Other,JJ,O
Sentence: 39311,A,DT,O
Sentence: 39312,Interior,NNP,B-org
Sentence: 39313,No,DT,O
Sentence: 39314,The,DT,O
Sentence: 39315,Many,JJ,O
Sentence: 39316,Pakistani,JJ,B-gpe
Sentence: 39317,A,DT,O
Sentence: 39318,The,DT,O
Sentence: 39319,The,DT,O
Sentence: 39320,In,IN,O
Sentence: 39321,Doctors,NNS,O
Sentence: 39322,The,DT,O
Sentence: 39323,Six,CD,O
Sentence: 39324,Authorities,NNS,O
Sentence: 39325,In,IN,O
Sentence: 39326,No,DT,O
Sentence: 39327,Most,JJS,O
Sentence: 39328,Iraqi,JJ,B-gpe
Sentence: 39329,Early,RB,O
Sentence: 39330,The,DT,B-org
Sentence: 39331,In,IN,O
Sentence: 39332,Details,NNS,O
Sentence: 39333,The,DT,O
Sentence: 39334,A,DT,O
Sentence: 39335,Authorities,NNS,O
Sentence: 39336,But,CC,O
Sentence: 39337,Several,JJ,O
Sentence: 39338,Eight,CD,O
Sentence: 39339,American,JJ,B-gpe
Sentence: 39340,Witty,NNP,B-per
Sentence: 39341,But,CC,O
Sentence: 39342,Witty,NNP,B-per
Sentence: 39343,Witty,NNP,B-per
Sentence: 39344,She,PRP,O
Sentence: 39345,The,DT,O
Sentence: 39346,Her,PRP$,O
Sentence: 39347,She,PRP,O
Sentence: 39348,Rights,NNS,O
Sentence: 39349,U.S.-based,JJ,O
Sentence: 39350,During,IN,O
Sentence: 39351,The,DT,O
Sentence: 39352,The,DT,O
Sentence: 39353,In,IN,O
Sentence: 39354,He,PRP,O
Sentence: 39355,Mr.,NNP,B-per
Sentence: 39356,Mr.,NNP,B-per
Sentence: 39357,U.S.,NNP,B-geo
Sentence: 39358,U.S.,NNP,B-geo
Sentence: 39359,A,DT,O
Sentence: 39360,Another,DT,O
Sentence: 39361,A,DT,O
Sentence: 39362,Elsewhere,RB,O
Sentence: 39363,Separately,RB,O
Sentence: 39364,International,JJ,O
Sentence: 39365,Top,JJ,O
Sentence: 39366,But,CC,O
Sentence: 39367,Earlier,RB,O
Sentence: 39368,Officials,NNS,O
Sentence: 39369,The,DT,O
Sentence: 39370,The,DT,O
Sentence: 39371,Officials,NNS,O
Sentence: 39372,Central,NNP,B-org
Sentence: 39373,Mr.,NNP,B-per
Sentence: 39374,Before,IN,O
Sentence: 39375,Abkhaz,NNP,O
Sentence: 39376,Mr.,NNP,B-per
Sentence: 39377,Abkhazia,NNP,B-geo
Sentence: 39378,Authorities,NNS,O
Sentence: 39379,Dozens,NNS,O
Sentence: 39380,Witnesses,NNS,O
Sentence: 39381,Separately,RB,O
Sentence: 39382,The,DT,O
Sentence: 39383,Late,RB,O
Sentence: 39384,A,DT,O
Sentence: 39385,Also,RB,O
Sentence: 39386,Authorities,NNS,O
Sentence: 39387,The,DT,O
Sentence: 39388,Officials,NNS,O
Sentence: 39389,Local,JJ,O
Sentence: 39390,The,DT,O
Sentence: 39391,Fatal,JJ,O
Sentence: 39392,President,NNP,B-per
Sentence: 39393,In,IN,O
Sentence: 39394,The,DT,O
Sentence: 39395,Those,DT,O
Sentence: 39396,Analysts,NNS,O
Sentence: 39397,Embracing,VBG,O
Sentence: 39398,Al-Qaida,NNP,B-org
Sentence: 39399,The,DT,O
Sentence: 39400,On,IN,O
Sentence: 39401,After,IN,O
Sentence: 39402,Al-Qaida,NNP,B-org
Sentence: 39403,Democratic,NNP,B-geo
Sentence: 39404,U.N.,NNP,B-org
Sentence: 39405,No,DT,O
Sentence: 39406,United,NNP,B-org
Sentence: 39407,A,DT,O
Sentence: 39408,Interior,NNP,O
Sentence: 39409,The,DT,O
Sentence: 39410,Syrian,JJ,B-gpe
Sentence: 39411,Police,NNS,O
Sentence: 39412,Syria,NNP,B-geo
Sentence: 39413,Pakistan,NNP,B-org
Sentence: 39414,A,DT,O
Sentence: 39415,The,DT,O
Sentence: 39416,The,DT,O
Sentence: 39417,It,PRP,O
Sentence: 39418,Pakistan,NNP,B-org
Sentence: 39419,Saudi,NNP,B-per
Sentence: 39420,Saudi,NNP,O
Sentence: 39421,He,PRP,O
Sentence: 39422,Rice,NNP,B-per
Sentence: 39423,Iraq,NNP,B-geo
Sentence: 39424,Saudi,NNP,B-geo
Sentence: 39425,A,DT,O
Sentence: 39426,The,DT,O
Sentence: 39427,There,EX,O
Sentence: 39428,Mr.,NNP,B-per
Sentence: 39429,Opposition,NN,O
Sentence: 39430,The,DT,O
Sentence: 39431,U.S.,NNP,B-org
Sentence: 39432,Clinton,NNP,B-per
Sentence: 39433,However,RB,O
Sentence: 39434,She,PRP,O
Sentence: 39435,Burma,NNP,B-geo
Sentence: 39436,The,DT,O
Sentence: 39437,Burma,NNP,B-geo
Sentence: 39438,The,DT,O
Sentence: 39439,Corporate,JJ,O
Sentence: 39440,Sam,NNP,B-per
Sentence: 39441,Authorities,NNS,O
Sentence: 39442,The,DT,O
Sentence: 39443,It,PRP,O
Sentence: 39444,Warsaw,NNP,B-org
Sentence: 39445,It,PRP,O
Sentence: 39446,The,DT,O
Sentence: 39447,U.S.,NNP,B-geo
Sentence: 39448,A,DT,O
Sentence: 39449,The,DT,O
Sentence: 39450,In,IN,O
Sentence: 39451,Voters,NNS,O
Sentence: 39452,A,DT,O
Sentence: 39453,The,DT,O
Sentence: 39454,Opposition,NN,O
Sentence: 39455,They,PRP,O
Sentence: 39456,The,DT,O
Sentence: 39457,The,DT,O
Sentence: 39458,Meanwhile,RB,O
Sentence: 39459,Backers,NNS,O
Sentence: 39460,If,IN,O
Sentence: 39461,Supporters,NNS,O
Sentence: 39462,There,EX,O
Sentence: 39463,Mr.,NNP,B-per
Sentence: 39464,He,PRP,O
Sentence: 39465,The,DT,O
Sentence: 39466,A,DT,O
Sentence: 39467,The,DT,O
Sentence: 39468,So,RB,O
Sentence: 39469,More,JJR,B-tim
Sentence: 39470,Of,IN,O
Sentence: 39471,China,NNP,B-geo
Sentence: 39472,China,NNP,B-geo
Sentence: 39473,At,IN,O
Sentence: 39474,The,DT,O
Sentence: 39475,The,DT,O
Sentence: 39476,The,DT,O
Sentence: 39477,However,RB,O
Sentence: 39478,A,DT,O
Sentence: 39479,Captain,NNP,O
Sentence: 39480,Nguyen,NNP,B-per
Sentence: 39481,The,DT,O
Sentence: 39482,A,DT,O
Sentence: 39483,Halo,NNP,B-org
Sentence: 39484,Also,RB,O
Sentence: 39485,Witnesses,NNS,O
Sentence: 39486,No,DT,O
Sentence: 39487,But,CC,O
Sentence: 39488,As,IN,O
Sentence: 39489,Others,NNS,O
Sentence: 39490,VOA,NNP,B-org
Sentence: 39491,Human,JJ,O
Sentence: 39492,Forensic,JJ,O
Sentence: 39493,They,PRP,O
Sentence: 39494,Officials,NNS,O
Sentence: 39495,According,VBG,O
Sentence: 39496,The,DT,O
Sentence: 39497,Some,DT,O
Sentence: 39498,During,IN,O
Sentence: 39499,VOA,NNP,B-org
Sentence: 39500,Tension,NNP,O
Sentence: 39501,The,DT,O
Sentence: 39502,Hezbollah,NNP,B-org
Sentence: 39503,Tuesday,NNP,B-tim
Sentence: 39504,Anti-Syrian,JJ,O
Sentence: 39505,Syria,NNP,B-geo
Sentence: 39506,Pro-government,JJ,O
Sentence: 39507,A,DT,O
Sentence: 39508,The,DT,O
Sentence: 39509,Burma,NNP,B-geo
Sentence: 39510,However,RB,O
Sentence: 39511,The,DT,O
Sentence: 39512,Crude,JJ,O
Sentence: 39513,The,DT,O
Sentence: 39514,The,DT,O
Sentence: 39515,Members,NNS,O
Sentence: 39516,They,PRP,O
Sentence: 39517,Two,CD,O
Sentence: 39518,Early,RB,O
Sentence: 39519,Its,PRP$,O
Sentence: 39520,At,IN,O
Sentence: 39521,The,DT,O
Sentence: 39522,Mexico,NNP,B-geo
Sentence: 39523,Already,RB,O
Sentence: 39524,Indonesian,JJ,B-gpe
Sentence: 39525,National,JJ,O
Sentence: 39526,With,IN,O
Sentence: 39527,Police,NNS,O
Sentence: 39528,Tribal,JJ,O
Sentence: 39529,Local,JJ,O
Sentence: 39530,The,DT,O
Sentence: 39531,A,DT,O
Sentence: 39532,Police,NNS,O
Sentence: 39533,Much,NN,O
Sentence: 39534,The,DT,O
Sentence: 39535,Kenya,NNP,B-per
Sentence: 39536,Iran,NNP,B-geo
Sentence: 39537,The,DT,O
Sentence: 39538,A,DT,O
Sentence: 39539,In,IN,O
Sentence: 39540,The,DT,O
Sentence: 39541,The,DT,O
Sentence: 39542,It,PRP,O
Sentence: 39543,Research,NN,B-org
Sentence: 39544,The,DT,O
Sentence: 39545,Kiribati,NNP,B-geo
Sentence: 39546,Parts,NNS,O
Sentence: 39547,Iraqi,JJ,B-gpe
Sentence: 39548,In,IN,O
Sentence: 39549,Hours,NNP,O
Sentence: 39550,In,IN,O
Sentence: 39551,Meanwhile,RB,O
Sentence: 39552,Sunni,NNP,B-per
Sentence: 39553,Physically,RB,O
Sentence: 39554,But,CC,O
Sentence: 39555,VOA,NNP,B-org
Sentence: 39556,The,DT,O
Sentence: 39557,State,NNP,B-org
Sentence: 39558,A,DT,O
Sentence: 39559,The,DT,O
Sentence: 39560,The,DT,O
Sentence: 39561,Egypt,NNP,B-per
Sentence: 39562,Islamic,NNP,B-per
Sentence: 39563,An,DT,O
Sentence: 39564,The,DT,O
Sentence: 39565,When,WRB,O
Sentence: 39566,When,WRB,O
Sentence: 39567,Ongoing,VBG,O
Sentence: 39568,As,IN,O
Sentence: 39569,The,DT,O
Sentence: 39570,Independence,NN,O
Sentence: 39571,Tourism,NNP,O
Sentence: 39572,The,DT,O
Sentence: 39573,The,DT,O
Sentence: 39574,One,CD,O
Sentence: 39575,The,DT,O
Sentence: 39576,International,NNP,O
Sentence: 39577,The,DT,O
Sentence: 39578,The,DT,O
Sentence: 39579,By,IN,O
Sentence: 39580,The,DT,O
Sentence: 39581,Lithuanian,JJ,B-gpe
Sentence: 39582,By,IN,O
Sentence: 39583,An,DT,O
Sentence: 39584,In,IN,O
Sentence: 39585,This,DT,O
Sentence: 39586,Lithuania,NNP,B-org
Sentence: 39587,On,IN,O
Sentence: 39588,The,DT,O
Sentence: 39589,Lithuania,NNP,B-org
Sentence: 39590,Success,NN,O
Sentence: 39591,Much,NN,O
Sentence: 39592,This,DT,O
Sentence: 39593,In,IN,O
Sentence: 39594,Saint,NNP,B-per
Sentence: 39595,The,DT,O
Sentence: 39596,Following,VBG,O
Sentence: 39597,The,DT,O
Sentence: 39598,A,DT,O
Sentence: 39599,The,DT,O
Sentence: 39600,The,DT,O
Sentence: 39601,A,DT,O
Sentence: 39602,The,DT,O
Sentence: 39603,On,IN,O
Sentence: 39604,"""",``,O
Sentence: 39605,"""",``,O
Sentence: 39606,Never,RB,O
Sentence: 39607,Two,CD,O
Sentence: 39608,When,WRB,O
Sentence: 39609,The,DT,O
Sentence: 39610,Turkish,JJ,B-gpe
Sentence: 39611,They,PRP,O
Sentence: 39612,One,CD,O
Sentence: 39613,At,IN,O
Sentence: 39614,On,IN,O
Sentence: 39615,But,CC,O
Sentence: 39616,Turkey,NNP,B-tim
Sentence: 39617,But,CC,O
Sentence: 39618,The,DT,O
Sentence: 39619,The,DT,O
Sentence: 39620,Turkey,NNP,B-geo
Sentence: 39621,Speaking,VBG,O
Sentence: 39622,He,PRP,O
Sentence: 39623,In,IN,O
Sentence: 39624,The,DT,O
Sentence: 39625,The,DT,O
Sentence: 39626,Thousands,NNS,O
Sentence: 39627,Human,JJ,O
Sentence: 39628,The,DT,O
Sentence: 39629,Criticism,NN,O
Sentence: 39630,The,DT,O
Sentence: 39631,The,DT,O
Sentence: 39632,The,DT,O
Sentence: 39633,The,DT,O
Sentence: 39634,Bush,NNP,B-per
Sentence: 39635,President,NNP,B-per
Sentence: 39636,Last,JJ,O
Sentence: 39637,Mr.,NNP,B-per
Sentence: 39638,Pakistan,NNP,B-geo
Sentence: 39639,Japanese,JJ,B-gpe
Sentence: 39640,International,JJ,O
Sentence: 39641,Mr.,NNP,B-per
Sentence: 39642,The,DT,B-org
Sentence: 39643,Mr.,NNP,B-per
Sentence: 39644,An,DT,O
Sentence: 39645,He,PRP,O
Sentence: 39646,Iran,NNP,B-geo
Sentence: 39647,Several,JJ,O
Sentence: 39648,Iranian,JJ,B-gpe
Sentence: 39649,Since,IN,B-tim
Sentence: 39650,But,CC,O
Sentence: 39651,Some,DT,O
Sentence: 39652,Members,NNS,O
Sentence: 39653,Mr.,NNP,B-per
Sentence: 39654,Mr.,NNP,B-per
Sentence: 39655,But,CC,O
Sentence: 39656,On,IN,O
Sentence: 39657,It,PRP,O
Sentence: 39658,Libya,NNP,B-geo
Sentence: 39659,Pakistan,NNP,B-per
Sentence: 39660,Pakistan,NNP,B-per
Sentence: 39661,General,NNP,B-per
Sentence: 39662,King,NNP,B-per
Sentence: 39663,He,PRP,O
Sentence: 39664,Pakistan,NNP,B-per
Sentence: 39665,Pope,NNP,O
Sentence: 39666,Speaking,VBG,O
Sentence: 39667,When,WRB,O
Sentence: 39668,The,DT,O
Sentence: 39669,But,CC,O
Sentence: 39670,The,DT,O
Sentence: 39671,The,DT,O
Sentence: 39672,VOA,NNP,B-org
Sentence: 39673,There,EX,O
Sentence: 39674,In,IN,O
Sentence: 39675,Ministry,NN,O
Sentence: 39676,The,DT,O
Sentence: 39677,In,IN,O
Sentence: 39678,Insurgents,NNS,O
Sentence: 39679,Eighteen,CD,O
Sentence: 39680,Authorities,NNS,O
Sentence: 39681,In,IN,O
Sentence: 39682,At,IN,O
Sentence: 39683,U.S.,NNP,B-org
Sentence: 39684,U.S.,NNP,B-org
Sentence: 39685,The,DT,O
Sentence: 39686,Mr.,NNP,B-per
Sentence: 39687,Mrs.,NNP,B-per
Sentence: 39688,Sudan,NNP,B-gpe
Sentence: 39689,Sudanese,JJ,B-gpe
Sentence: 39690,The,DT,O
Sentence: 39691,Violence,NN,O
Sentence: 39692,The,DT,O
Sentence: 39693,The,DT,O
Sentence: 39694,Sudan,NNP,B-gpe
Sentence: 39695,Al-Qaida,NNP,B-org
Sentence: 39696,The,DT,O
Sentence: 39697,In,IN,O
Sentence: 39698,Ayman,NNP,B-per
Sentence: 39699,He,PRP,O
Sentence: 39700,Zawahiri,NNP,B-per
Sentence: 39701,Thousands,NNS,O
Sentence: 39702,Relatives,NNS,O
Sentence: 39703,Despite,IN,O
Sentence: 39704,The,DT,O
Sentence: 39705,Pakistan,NNP,B-geo
Sentence: 39706,A,DT,O
Sentence: 39707,The,DT,O
Sentence: 39708,The,DT,O
Sentence: 39709,According,VBG,O
Sentence: 39710,The,DT,O
Sentence: 39711,Colombian,JJ,B-gpe
Sentence: 39712,The,DT,O
Sentence: 39713,The,DT,O
Sentence: 39714,Violence,NN,O
Sentence: 39715,Human,NNP,B-org
Sentence: 39716,Dozens,NNS,O
Sentence: 39717,The,DT,O
Sentence: 39718,The,DT,O
Sentence: 39719,That,DT,O
Sentence: 39720,Meanwhile,RB,O
Sentence: 39721,That,DT,O
Sentence: 39722,The,DT,O
Sentence: 39723,Thursday,NNP,B-tim
Sentence: 39724,The,DT,O
Sentence: 39725,But,CC,O
Sentence: 39726,That,DT,O
Sentence: 39727,Nationwide,NNP,O
Sentence: 39728,Analysts,NNS,O
Sentence: 39729,Iraq,NNP,B-geo
Sentence: 39730,The,DT,O
Sentence: 39731,SK,NNP,B-org
Sentence: 39732,A,DT,O
Sentence: 39733,The,DT,O
Sentence: 39734,South,JJ,B-geo
Sentence: 39735,Officials,NNS,O
Sentence: 39736,A,DT,O
Sentence: 39737,Iraqi,JJ,B-gpe
Sentence: 39738,Meanwhile,RB,O
Sentence: 39739,A,DT,O
Sentence: 39740,U.S.,NNP,B-org
Sentence: 39741,A,DT,O
Sentence: 39742,The,DT,O
Sentence: 39743,The,DT,O
Sentence: 39744,It,PRP,O
Sentence: 39745,The,DT,O
Sentence: 39746,The,DT,O
Sentence: 39747,Iraqi,JJ,B-gpe
Sentence: 39748,Authorities,NNS,O
Sentence: 39749,Police,NNS,O
Sentence: 39750,Tuesday,NNP,B-tim
Sentence: 39751,Iraqi,JJ,B-gpe
Sentence: 39752,Ashura,NNP,B-geo
Sentence: 39753,It,PRP,O
Sentence: 39754,He,PRP,O
Sentence: 39755,Monday,NNP,B-tim
Sentence: 39756,It,PRP,O
Sentence: 39757,Twenty,CD,O
Sentence: 39758,Financial,JJ,O
Sentence: 39759,Municipal,JJ,O
Sentence: 39760,The,DT,O
Sentence: 39761,Young,JJ,O
Sentence: 39762,Young,JJ,O
Sentence: 39763,Pakistan-based,JJ,O
Sentence: 39764,The,DT,O
Sentence: 39765,But,CC,O
Sentence: 39766,It,PRP,O
Sentence: 39767,A,DT,O
Sentence: 39768,The,DT,O
Sentence: 39769,The,DT,O
Sentence: 39770,Officials,NNS,O
Sentence: 39771,Djibouti,NNP,B-geo
Sentence: 39772,Sporadic,JJ,O
Sentence: 39773,Officials,NNS,O
Sentence: 39774,The,DT,O
Sentence: 39775,It,PRP,O
Sentence: 39776,The,DT,O
Sentence: 39777,The,DT,O
Sentence: 39778,Two,CD,O
Sentence: 39779,Democratic,NNP,B-org
Sentence: 39780,Fellow,NNP,O
Sentence: 39781,The,DT,O
Sentence: 39782,Berman,NNP,B-per
Sentence: 39783,Lowey,NNP,B-per
Sentence: 39784,Iranian,JJ,B-gpe
Sentence: 39785,Reports,NNS,O
